legacy_path,action,destination,rule,review
/talentprofiles/extraantics,redirect,/talent,"old profile, creator not on the current roster",
/talentprofiles/eyreacts,redirect,/talent,"old profile, creator not on the current roster",
/talentprofiles/eystreem,redirect,/talent,"old profile, creator not on the current roster",
/talentprofiles/firelight,redirect,/talent,"old profile, creator not on the current roster",
/talentprofiles/firelightgamez,redirect,/talent,"old profile, creator not on the current roster",
/talentprofiles/fuziondroid,redirect,/talent,"old profile, creator not on the current roster",
/talentprofiles/gabby,redirect,/talent,"old profile, creator not on the current roster",
/talentprofiles/gameoverload,redirect,/talent,"old profile, creator not on the current roster",
/talentprofiles/ghoulz,redirect,/talent,"old profile, creator not on the current roster",
/talentprofiles/gracesroom,redirect,/talent,"old profile, creator not on the current roster",
/talentprofiles/gracesworld,redirect,/talent,"old profile, creator not on the current roster",
/talentprofiles/heyimnatalia,redirect,/talent,"old profile, creator not on the current roster",
/talentprofiles/heyimzed,redirect,/talent,"old profile, creator not on the current roster",
/talentprofiles/hoshizora,redirect,/talent,"old profile, creator not on the current roster",
/talentprofiles/howridiculous,redirect,/talent,"old profile, creator not on the current roster",
/talentprofiles/ilsa,redirect,/talent,"old profile, creator not on the current roster",
/talentprofiles/jackbuzza,redirect,/talent,"old profile, creator not on the current roster",
/talentprofiles/jacksonfield,redirect,/talent,"old profile, creator not on the current roster",
/talentprofiles/jakebuckley,redirect,/talent,"old profile, creator not on the current roster",
/talentprofiles/jessetc,redirect,/talent,"old profile, creator not on the current roster",
/talentprofiles/jetski,redirect,/talent,"old profile, creator not on the current roster",
/talentprofiles/joshdub,redirect,/talent,"old profile, creator not on the current roster",
/talentprofiles/juicy,redirect,/talent,"old profile, creator not on the current roster",
/talentprofiles/justinnorris,redirect,/talent,"old profile, creator not on the current roster",
/talentprofiles/kariyu,redirect,/talent,"old profile, creator not on the current roster",
/talentprofiles/kate,redirect,/talent,"old profile, creator not on the current roster",
/talentprofiles/keegzn,redirect,/talent,"old profile, creator not on the current roster",
/talentprofiles/keeoh,redirect,/talent,"old profile, creator not on the current roster",
/talentprofiles/keeohplus,redirect,/talent,"old profile, creator not on the current roster",
/talentprofiles/keepupradio,redirect,/talent,"old profile, creator not on the current roster",
/talentprofiles/kultzy,redirect,/talent,"old profile, creator not on the current roster",
/talentprofiles/loeya,redirect,/talent,"old profile, creator not on the current roster",
/talentprofiles/luckychappy,redirect,/talent,"old profile, creator not on the current roster",
/talentprofiles/lukedonkin,redirect,/talent,"old profile, creator not on the current roster",
/talentprofiles/luminum,redirect,/talent,"old profile, creator not on the current roster",
/talentprofiles/maddymov,redirect,/talent,"old profile, creator not on the current roster",
/talentprofiles/margauxturner,redirect,/talent,"old profile, creator not on the current roster",
/talentprofiles/maybemackenzie,redirect,/talent,"old profile, creator not on the current roster",
/talentprofiles/meenyu,redirect,/talent,"old profile, creator not on the current roster",
/talentprofiles/mehrked,redirect,/talent,"old profile, creator not on the current roster",
/talentprofiles/melt,redirect,/talent,"old profile, creator not on the current roster",
/talentprofiles/millkberry,redirect,/talent,"old profile, creator not on the current roster",
/talentprofiles/moremuselk,redirect,/talent/muselk,old profile of a current creator,
/talentprofiles/morenoskii,redirect,/talent,"old profile, creator not on the current roster",
/talentprofiles/movieoverload,redirect,/talent,"old profile, creator not on the current roster",
/talentprofiles/mully,redirect,/talent,"old profile, creator not on the current roster",
/talentprofiles/muselk,redirect,/talent/muselk,old profile of a current creator,
/talentprofiles/narrator,redirect,/talent,"old profile, creator not on the current roster",
/talentprofiles/naznorris,redirect,/talent,"old profile, creator not on the current roster",
/talentprofiles/norrisnuts,redirect,/talent,"old profile, creator not on the current roster",
/talentprofiles/norrisnutsdostuff,redirect,/talent,"old profile, creator not on the current roster",
/talentprofiles/norrisnutsgaming,redirect,/talent,"old profile, creator not on the current roster",
/talentprofiles/noskii,redirect,/talent,"old profile, creator not on the current roster",
/talentprofiles/nova,redirect,/talent,"old profile, creator not on the current roster",
/talentprofiles/oasisonoverwatch,redirect,/talent,"old profile, creator not on the current roster",
/talentprofiles/oatley,redirect,/talent,"old profile, creator not on the current roster",
/talentprofiles/officialnoobie,redirect,/talent,"old profile, creator not on the current roster",
/talentprofiles/overtimeau,redirect,/talent,"old profile, creator not on the current roster",
/talentprofiles/paladinamber,redirect,/talent,"old profile, creator not on the current roster",
/talentprofiles/paulmaland,redirect,/talent,"old profile, creator not on the current roster",
/talentprofiles/phos,redirect,/talent,"old profile, creator not on the current roster",
/talentprofiles/reactantics,redirect,/talent,"old profile, creator not on the current roster",
/talentprofiles/realms,redirect,/talent,"old profile, creator not on the current roster",
/talentprofiles/redfalcon,redirect,/talent,"old profile, creator not on the current roster",
/talentprofiles/relief,redirect,/talent,"old profile, creator not on the current roster",
/talentprofiles/restorish,redirect,/talent,"old profile, creator not on the current roster",
/talentprofiles/ricky,redirect,/talent,"old profile, creator not on the current roster",
/talentprofiles/royalpear,redirect,/talent,"old profile, creator not on the current roster",
/talentprofiles/rumblepack,redirect,/talent,"old profile, creator not on the current roster",
/talentprofiles/sabrenorris,redirect,/talent,"old profile, creator not on the current roster",
/talentprofiles/salemtechsperts,redirect,/talent,"old profile, creator not on the current roster",
/talentprofiles/scbmovement,redirect,/talent,"old profile, creator not on the current roster",
/talentprofiles/sethsentry,redirect,/talent,"old profile, creator not on the current roster",
/talentprofiles/skinnybowser,redirect,/talent,"old profile, creator not on the current roster",
/talentprofiles/sleepymully,redirect,/talent,"old profile, creator not on the current roster",
/talentprofiles/sockienorris,redirect,/talent,"old profile, creator not on the current roster",
/talentprofiles/specialedd,redirect,/talent,"old profile, creator not on the current roster",
/talentprofiles/surfingwithnoz,redirect,/talent/surfingwithnoz,old profile of a current creator,
/talentprofiles/surge,redirect,/talent,"old profile, creator not on the current roster",
/talentprofiles/tannar,redirect,/talent,"old profile, creator not on the current roster",
/talentprofiles/theboys,redirect,/talent/the-boys,old profile of a current creator,
/talentprofiles/theboysgaming,redirect,/talent/the-boys,old profile of a current creator,
/talentprofiles/thecob24,redirect,/talent,"old profile, creator not on the current roster",
/talentprofiles/toastedshoes,redirect,/talent,"old profile, creator not on the current roster",
/talentprofiles/tronicsfix,redirect,/talent,"old profile, creator not on the current roster",
/talentprofiles/tronicsfixlongs,redirect,/talent,"old profile, creator not on the current roster",
/talentprofiles/unlistedleaf,redirect,/talent,"old profile, creator not on the current roster",
/talentprofiles/uzoth,redirect,/talent,"old profile, creator not on the current roster",
/talentprofiles/vanessuh,redirect,/talent,"old profile, creator not on the current roster",
/talentprofiles/vizeloo,redirect,/talent,"old profile, creator not on the current roster",
/talentprofiles/waffloos,redirect,/talent,"old profile, creator not on the current roster",
/talentprofiles/wixcode-pub.76219ffcad15e83a2b8d59b2ac08e1dddd372d8b.eyjpbnn0yw5jzulkijoinmmxotu2mtatyti3ny00zmjhltg3ngmtowjmm2nmy2qyndkyiiwiahrtbfnpdgvjzci6ijmxnjrjnznmltjhnjgtndg4yi1hm2q1lwm4zty1ztq2otjkncisinvpzci6bnvsbcwicgvybwlzc2lvbnmiom51bgwsimlzvgvtcgxhdguiomzhbhnllcjzawdurgf0zsi6mtc1nzgzmdq5njixnywiywlkijpudwxslcjhchbezwzjzci6iknsb3vku2l0zuv4dgvuc2lvbiisimlzqwrtaw4iomzhbhnllcjtzxrhu2l0zulkijoindk0zja0ymetn2ezys00mtmzltkxntgtnzjmywi5odvhzda0iiwiy2fjaguionrydwusimv4cglyyxrpb25eyxrlijpudwxslcjwcmvtaxvtqxnzzxrzijoiu2hvd1dpefdoawxltg9hzgluzyxbzhngcmvllehhc0rvbwfpbiisinrlbmfudci6bnvsbcwic2l0zu93bmvyswqioijmm2njnjjkoc04ytu3ltq1mtytywewoc0xm2rkmmjjmze3mgyilcjpbnn0yw5jzvr5cguioijwdwiilcjzaxrltwvtymvyswqiom51bgwsinblcm1pc3npb25ty29wzsi6bnvsbcwibg9naw5by2nvdw50swqiom51bgwsimlztg9naw5by2nvdw50t3duzxiiom51bgwsimjvdw5ku2vzc2lvbii6bnvsbcwic2vzc2lvbklkijpudwxslcjzzxnzaw9uq3jlyxrpb25uaw1lijpudwxslcjzaxrlq3jlyxrlzerhdguioiiymdi1lta0lte0vdazojq1oju3ljywmvoilcjhy2nvdw50q3jlyxrlzerhdguioiiymdixlta4ltiyvdazojmzoja0wij9,invalid,,not a plain slug path,
/talentprofiles/wixforms.standaloneform_legacy_1,invalid,,not a plain slug path,
/talentprofiles/wysiwyg.viewer.components.tpapps.tpamultisection,invalid,,not a plain slug path,
/talentprofiles/wysiwyg.viewer.components.tpapps.tpasection,invalid,,not a plain slug path,
/talentprofiles/yeahmad,redirect,/talent,"old profile, creator not on the current roster",
/talentprofiles/yournarrator,redirect,/talent,"old profile, creator not on the current roster",
/talentprofiles/zemie,redirect,/talent,"old profile, creator not on the current roster",
/terms-conditions,redirect,/terms-of-use,Wix terms page,
/thank-you,redirect,/contact,WordPress form confirmation,
/youtube-game-on,redirect,/work,"WordPress case study, not on the new site",
/youtube-shorts,redirect,/work,"WordPress case study, not on the new site",
